Ad ID,ad_type,Product/Service Name,category,target_audience,platform,Impressions,Clicks,Conversions,ad_spend,Revenue,ad_duration,Location,Date
7472,Product-Based,Insurance,Travel,Adults,Billboard,41704,7669,366,4837.72,47937.29,4,Dubai,07-11-2024 07:00
7473,Service-Based,Education Course,E-commerce,Professionals,Billboard,30057,1745,502,9981.15,28472.06,17,Toronto,07-11-2024 08:00
7474,Service-Based,Gourmet Food Delivery,Health & Fitness,Seniors,Billboard,31776,2935,241,6548.11,28941.31,2,Berlin,07-11-2024 09:00
7475,Service-Based,Home Security,Health & Fitness,Seniors,Radio,6238,6391,251,7948.15,40478.54,14,Mumbai,07-11-2024 10:00
7476,Product-Based,Travel Package,Food & Beverage,Professionals,Online,31181,4759,46,4572.99,42543.43,16,New York,07-11-2024 11:00
7477,Product-Based,Education Course,Travel,Families,Social Media,38475,9411,58,2394.25,18013.73,14,New York,07-11-2024 12:00
7478,Service-Based,E-commerce Platform,Health & Fitness,Professionals,TV,6344,2815,560,2883.49,43448.46,27,Mumbai,07-11-2024 13:00
7479,Service-Based,Gourmet Food Delivery,Entertainment,Professionals,Online,38303,200,682,9781.64,18231.53,28,Sydney,07-11-2024 14:00
7480,Service-Based,E-commerce Platform,Food & Beverage,Teens,TV,42075,9541,396,3479.75,49643.47,26,Berlin,07-11-2024 15:00
7481,Service-Based,Streaming Service,E-commerce,Professionals,Billboard,39520,2792,693,1327.93,34019.63,28,London,07-11-2024 16:00
7482,Product-Based,Gourmet Food Delivery,Finance,Students,Billboard,20009,2108,269,9184,25914.76,15,Mumbai,07-11-2024 17:00
7483,Service-Based,Smartphone,Security,Teens,Billboard,4735,5344,920,6026.09,37391.42,8,London,07-11-2024 18:00
7484,Product-Based,Home Security,Food & Beverage,Families,Radio,18013,1171,550,7658.91,17782.47,24,Los Angeles,07-11-2024 19:00
7485,Service-Based,Travel Package,E-commerce,Adults,Radio,25625,1243,19,4781.43,8694.8,23,New York,07-11-2024 20:00
7486,Service-Based,Laptop,E-commerce,Adults,Billboard,48262,2889,123,9500.23,38640.72,2,Berlin,07-11-2024 21:00
7487,Service-Based,Laptop,Travel,Professionals,Billboard,30775,747,649,3711.72,37478.4,24,New York,07-11-2024 22:00
7488,Service-Based,Travel Package,Finance,Students,Print Media,30635,3805,391,6173.18,3694,26,Mumbai,07-11-2024 23:00
7489,Product-Based,Streaming Service,Security,Adults,Radio,5507,5742,895,7321.54,25202.02,29,Mumbai,08-11-2024 00:00
7490,Service-Based,Gourmet Food Delivery,Health & Fitness,Teens,Social Media,46839,3322,217,7578.71,11214.92,26,Los Angeles,08-11-2024 01:00
7491,Product-Based,Smartphone,Finance,Seniors,Social Media,28580,1754,989,9701.87,34172.97,19,Los Angeles,08-11-2024 02:00
7492,Product-Based,Education Course,Electronics,Seniors,Social Media,37828,6798,379,6374.36,45802.99,17,Dubai,08-11-2024 03:00
7493,Service-Based,Insurance,Entertainment,Seniors,Radio,13578,1255,840,6406.62,2018.38,8,New York,08-11-2024 04:00
7494,Product-Based,Gourmet Food Delivery,Education,Adults,TV,8639,1898,298,1646.67,34009.29,3,Tokyo,08-11-2024 05:00
7495,Product-Based,Home Security,Electronics,Professionals,Online,13264,2754,13,2528.25,46465.1,17,Berlin,08-11-2024 06:00
7496,Product-Based,Home Security,E-commerce,Seniors,Radio,7792,7854,864,4478.02,26182.99,5,London,08-11-2024 07:00
7497,Product-Based,Education Course,Education,Families,Online,45482,8091,425,7319.45,38268.47,12,Dubai,08-11-2024 08:00
7498,Service-Based,E-commerce Platform,Education,Adults,Radio,7890,5597,924,8344.47,2814.2,27,Tokyo,08-11-2024 09:00
7499,Product-Based,Smartphone,Finance,Adults,Radio,11188,3763,13,3757.35,8870.66,11,Berlin,08-11-2024 10:00
7500,Service-Based,Laptop,Health & Fitness,Families,TV,7512,575,265,1576.65,1474.75,19,Tokyo,08-11-2024 11:00
7501,Service-Based,Travel Package,Travel,Families,Print Media,46224,3068,886,2096.88,34187.85,28,Mumbai,08-11-2024 12:00
7502,Service-Based,Travel Package,Travel,Adults,TV,46188,7076,905,1369.69,18166.79,21,New York,08-11-2024 13:00
7503,Product-Based,Fitness Membership,Education,Families,TV,15281,8403,952,8828.54,31583.37,25,Dubai,08-11-2024 14:00
7504,Product-Based,Smartphone,Security,Teens,Billboard,48414,7837,731,6204.12,9265.29,8,Tokyo,08-11-2024 15:00
7505,Product-Based,E-commerce Platform,E-commerce,Students,Billboard,39795,5865,972,9331.27,47943.5,3,Los Angeles,08-11-2024 16:00
7506,Service-Based,Insurance,Health & Fitness,Teens,Billboard,5566,2439,933,3715.09,13221.63,8,Tokyo,08-11-2024 17:00
7507,Product-Based,Education Course,Travel,Students,Billboard,47442,5332,289,7182.29,4546.56,13,Tokyo,08-11-2024 18:00
7508,Product-Based,Smartphone,Travel,Seniors,Radio,27071,3802,128,9938.48,31626.23,28,Mumbai,08-11-2024 19:00
7509,Product-Based,Gourmet Food Delivery,Electronics,Seniors,Print Media,49405,6176,776,7131.81,18043.35,26,London,08-11-2024 20:00
7510,Service-Based,Fitness Membership,Education,Professionals,TV,7239,1478,909,8240.33,36003.13,15,Dubai,08-11-2024 21:00
7511,Service-Based,Laptop,Education,Professionals,Online,10817,2594,115,1812.02,27033.54,18,New York,08-11-2024 22:00
7512,Service-Based,Education Course,Finance,Teens,Online,33105,8069,89,2487.12,27167,18,Dubai,08-11-2024 23:00
7513,Product-Based,Home Security,E-commerce,Teens,TV,6807,9200,31,8193.18,6352.13,16,Toronto,09-11-2024 00:00
7514,Service-Based,Laptop,Electronics,Professionals,Social Media,5278,1774,502,2162.99,40004.56,15,Tokyo,09-11-2024 01:00
7515,Product-Based,Insurance,Entertainment,Families,Print Media,47992,2612,363,5821.16,43525.58,19,New York,09-11-2024 02:00
7516,Product-Based,E-commerce Platform,Entertainment,Seniors,Radio,11110,7033,446,9268.28,32569.32,17,Dubai,09-11-2024 03:00
7517,Service-Based,E-commerce Platform,Entertainment,Students,Billboard,33298,631,207,8362.38,27624.11,4,Mumbai,09-11-2024 04:00
7518,Product-Based,Education Course,Travel,Adults,TV,21472,6170,882,8503.52,37599.42,20,Berlin,09-11-2024 05:00
7519,Service-Based,Gourmet Food Delivery,Food & Beverage,Professionals,Online,19146,9107,581,4691.24,25051.14,10,Dubai,09-11-2024 06:00
7520,Service-Based,Smartphone,Education,Families,Print Media,37498,6684,481,5841.33,42762.82,24,Toronto,09-11-2024 07:00
7521,Product-Based,Home Security,Finance,Seniors,Billboard,28081,3663,769,1273.18,12957.2,5,Sydney,09-11-2024 08:00
7522,Service-Based,Insurance,Travel,Students,Billboard,32041,3917,600,8630.3,45473.85,28,Los Angeles,09-11-2024 09:00
7523,Product-Based,Streaming Service,Food & Beverage,Professionals,Print Media,1163,9701,339,2877.78,4569.75,8,Tokyo,09-11-2024 10:00
7524,Service-Based,Insurance,Health & Fitness,Adults,Social Media,21329,331,483,5031.22,36729.68,28,Mumbai,09-11-2024 11:00
7525,Product-Based,Laptop,Food & Beverage,Teens,Print Media,10801,4517,770,5912.39,12577.16,1,London,09-11-2024 12:00
7526,Product-Based,Streaming Service,Travel,Teens,Billboard,32270,2442,473,750.8,24793.14,22,Mumbai,09-11-2024 13:00
7527,Product-Based,Laptop,Education,Teens,Online,21916,3767,198,6055.96,12989.95,19,Mumbai,09-11-2024 14:00
7528,Product-Based,Streaming Service,Finance,Students,Print Media,37589,3899,363,695.52,49482.19,18,London,09-11-2024 15:00
7529,Product-Based,Smartphone,Security,Families,Online,20466,5473,310,1940.74,27730.57,8,Mumbai,09-11-2024 16:00
7530,Service-Based,Travel Package,Finance,Seniors,Print Media,39692,6071,744,525.28,27312.3,23,Tokyo,09-11-2024 17:00
7531,Service-Based,Insurance,Finance,Adults,Print Media,1738,5932,358,7701.29,46620.5,18,Tokyo,09-11-2024 18:00
7532,Service-Based,E-commerce Platform,Education,Professionals,Radio,7180,644,958,7420.09,27707.89,5,Berlin,09-11-2024 19:00
7533,Product-Based,Travel Package,Food & Beverage,Families,Radio,14302,1433,194,4635.47,21356.96,12,London,09-11-2024 20:00
7534,Product-Based,Laptop,Security,Seniors,Social Media,13756,1340,625,1099.66,24844.2,27,Tokyo,09-11-2024 21:00
7535,Service-Based,Streaming Service,E-commerce,Students,TV,12288,9496,966,1776.01,27021.4,18,Toronto,09-11-2024 22:00
7536,Service-Based,Streaming Service,Electronics,Adults,Radio,35490,4350,586,9967.73,44133.61,4,London,09-11-2024 23:00
7537,Product-Based,Laptop,Travel,Students,Print Media,33933,8606,570,2790.53,9477.65,18,Mumbai,10-11-2024 00:00
7538,Service-Based,Fitness Membership,Security,Families,Print Media,27084,4530,144,3829.03,19904.66,13,Mumbai,10-11-2024 01:00
7539,Service-Based,Smartphone,Finance,Teens,Billboard,49487,9775,613,9971.48,24784.49,3,London,10-11-2024 02:00
7540,Service-Based,Gourmet Food Delivery,E-commerce,Teens,Print Media,19481,2361,285,8946.48,27327.52,10,Los Angeles,10-11-2024 03:00
7541,Product-Based,Home Security,Electronics,Seniors,Billboard,14402,5104,68,9279.92,5561.73,28,Dubai,10-11-2024 04:00
7542,Service-Based,E-commerce Platform,Electronics,Adults,Radio,48439,3130,874,1803.15,27462.72,27,London,10-11-2024 05:00
7543,Product-Based,Education Course,Travel,Students,TV,28361,5861,892,3683.91,32816.61,7,Dubai,10-11-2024 06:00
7544,Service-Based,Smartphone,Security,Families,Print Media,36981,3087,894,7338.84,26303.71,29,Sydney,10-11-2024 07:00
7545,Product-Based,E-commerce Platform,Education,Teens,Billboard,45871,3241,806,1080.9,17078.76,19,Mumbai,10-11-2024 08:00
7546,Service-Based,E-commerce Platform,Food & Beverage,Seniors,Online,21812,9363,842,5205.73,42480.37,1,Los Angeles,10-11-2024 09:00
7547,Product-Based,Insurance,Security,Families,TV,8144,4773,191,9584.13,8997.57,28,Sydney,10-11-2024 10:00
7548,Service-Based,Fitness Membership,Finance,Adults,TV,23768,1085,571,6214.92,19899.88,7,New York,10-11-2024 11:00
7549,Product-Based,Education Course,Entertainment,Teens,Online,15062,7798,701,9101.83,24461.42,14,Tokyo,10-11-2024 12:00
7550,Service-Based,Education Course,Food & Beverage,Families,Online,25118,3839,469,4559.17,49075.22,18,Sydney,10-11-2024 13:00
7551,Service-Based,Smartphone,Travel,Adults,Radio,40174,7315,94,3024.48,32782.58,13,Toronto,10-11-2024 14:00
7552,Product-Based,Education Course,Education,Teens,Radio,48407,9993,810,7902.79,46571.89,18,Los Angeles,10-11-2024 15:00
7553,Service-Based,Streaming Service,E-commerce,Students,Billboard,4608,5935,258,3303.02,45434.92,9,Sydney,10-11-2024 16:00
7554,Product-Based,E-commerce Platform,Entertainment,Families,Radio,7083,8585,270,4077.78,26806.6,28,Sydney,10-11-2024 17:00
7555,Service-Based,Home Security,E-commerce,Students,Online,32987,2238,352,9992.23,22128.37,20,Berlin,10-11-2024 18:00
7556,Service-Based,Education Course,Electronics,Seniors,Billboard,36262,3209,625,5528.03,12943.9,17,Mumbai,10-11-2024 19:00
7557,Product-Based,Home Security,Entertainment,Seniors,Online,29064,1998,154,9075.19,26463.92,11,Mumbai,10-11-2024 20:00
7558,Service-Based,E-commerce Platform,E-commerce,Seniors,Online,3795,6049,791,1480.45,38636.19,19,Berlin,10-11-2024 21:00
7559,Service-Based,Laptop,Security,Professionals,TV,38999,6821,671,6051.12,19234.92,19,Toronto,10-11-2024 22:00
7560,Service-Based,Fitness Membership,Education,Students,Online,19180,425,620,4331.74,36906.11,26,Los Angeles,10-11-2024 23:00
7561,Service-Based,Gourmet Food Delivery,Electronics,Students,Social Media,28879,8097,349,9696.57,33259.4,18,Toronto,11-11-2024 00:00
7562,Product-Based,Insurance,E-commerce,Adults,TV,8495,5880,317,9502.92,43666.85,8,Toronto,11-11-2024 01:00
7563,Service-Based,Insurance,Electronics,Families,Social Media,6402,6209,369,515.98,11879.13,13,Toronto,11-11-2024 02:00
7564,Product-Based,Streaming Service,Food & Beverage,Adults,Social Media,21896,4533,563,1220.95,33294.86,15,New York,11-11-2024 03:00
7565,Product-Based,Smartphone,Food & Beverage,Families,Social Media,7493,5841,406,6331.26,8780.66,2,Sydney,11-11-2024 04:00
7566,Product-Based,Smartphone,Education,Professionals,Print Media,44385,2853,24,3573.53,2685.41,5,Sydney,11-11-2024 05:00
7567,Service-Based,Insurance,Electronics,Students,Radio,47801,7516,479,5430.1,2602.82,15,Los Angeles,11-11-2024 06:00
7568,Product-Based,Travel Package,Education,Students,Social Media,33154,8687,860,6162.58,2481,13,Mumbai,11-11-2024 07:00
7569,Product-Based,Fitness Membership,Travel,Families,Print Media,32888,2656,667,5575.89,43120.14,1,Tokyo,11-11-2024 08:00
7570,Product-Based,Travel Package,Electronics,Adults,Print Media,30753,2079,714,5000.8,40480.42,6,London,11-11-2024 09:00
7571,Service-Based,Laptop,Health & Fitness,Adults,Billboard,40559,2285,336,4640.5,6232.19,5,London,11-11-2024 10:00
7572,Service-Based,Gourmet Food Delivery,Travel,Adults,Billboard,45712,8287,805,1541.54,29292.01,16,Sydney,11-11-2024 11:00
7573,Service-Based,Streaming Service,Finance,Adults,Social Media,8624,4244,327,7872.69,3117.02,13,Dubai,11-11-2024 12:00
7574,Service-Based,Travel Package,Food & Beverage,Adults,TV,41766,7749,803,2890.75,33585.4,10,Toronto,11-11-2024 13:00
7575,Service-Based,Streaming Service,Security,Families,Online,38256,5354,927,8716.81,2199.79,17,New York,11-11-2024 14:00
7576,Product-Based,Fitness Membership,Finance,Teens,Billboard,29042,1941,439,9287.68,38267.5,7,Tokyo,11-11-2024 15:00
7577,Product-Based,Streaming Service,Education,Teens,Billboard,22629,7791,221,1209.46,23846,28,Berlin,11-11-2024 16:00
7578,Product-Based,Travel Package,Education,Families,Social Media,34819,3185,568,7076.93,25412.66,8,London,11-11-2024 17:00
7579,Product-Based,Streaming Service,Entertainment,Professionals,Billboard,5126,1707,412,5628.55,21289.15,1,Mumbai,11-11-2024 18:00
7580,Product-Based,Insurance,Education,Families,Billboard,3330,1522,245,5376.08,43669.99,18,Tokyo,11-11-2024 19:00
7581,Service-Based,Streaming Service,Finance,Students,Radio,25331,9051,321,6339.79,27859.25,4,London,11-11-2024 20:00
7582,Product-Based,Gourmet Food Delivery,Finance,Seniors,Online,26682,2846,987,9843.68,47319.9,20,Sydney,11-11-2024 21:00
7583,Service-Based,Smartphone,Food & Beverage,Seniors,Social Media,14837,5455,226,1180.25,25708.64,8,London,11-11-2024 22:00
7584,Service-Based,Home Security,Travel,Seniors,Print Media,1369,7687,433,8093.67,24159.88,11,Berlin,11-11-2024 23:00
7585,Product-Based,E-commerce Platform,Travel,Students,Online,23173,7758,357,6193.03,48266.82,3,Toronto,12-11-2024 00:00
7586,Product-Based,Gourmet Food Delivery,Travel,Professionals,Billboard,34239,1368,444,5930.05,36478.24,7,New York,12-11-2024 01:00
7587,Product-Based,Laptop,Electronics,Professionals,Social Media,49626,4301,90,5754.91,20033.96,21,Dubai,12-11-2024 02:00
7588,Product-Based,Laptop,Health & Fitness,Seniors,TV,19209,1703,153,4426.19,29544.4,22,Sydney,12-11-2024 03:00
7589,Service-Based,Insurance,Entertainment,Teens,Online,21368,2891,422,7609.63,46309.95,10,Tokyo,12-11-2024 04:00
7590,Service-Based,Smartphone,E-commerce,Professionals,Radio,18966,7118,459,6426.34,35596.82,22,Los Angeles,12-11-2024 05:00
7591,Service-Based,Home Security,Security,Students,Radio,16569,8277,431,3987.55,49505.87,13,Tokyo,12-11-2024 06:00
7592,Service-Based,Home Security,Finance,Families,Radio,19846,4729,360,2156.39,23393.67,10,Los Angeles,12-11-2024 07:00
7593,Product-Based,Streaming Service,Health & Fitness,Seniors,Online,19420,746,245,1817.66,44551.22,11,Sydney,12-11-2024 08:00
7594,Product-Based,Smartphone,Travel,Students,Online,33927,8575,716,3356.05,19841.46,18,Sydney,12-11-2024 09:00
7595,Product-Based,Laptop,Electronics,Students,TV,32895,3756,452,3709.03,13303.14,23,Mumbai,12-11-2024 10:00
7596,Service-Based,Home Security,Food & Beverage,Teens,Billboard,4733,353,80,7100.41,38774.27,24,Dubai,12-11-2024 11:00
7597,Service-Based,Travel Package,Food & Beverage,Families,TV,46676,3151,228,5354.55,27777.99,23,Sydney,12-11-2024 12:00
7598,Product-Based,Smartphone,E-commerce,Students,Online,16274,4964,118,2009.26,14831.3,2,Los Angeles,12-11-2024 13:00
7599,Service-Based,Insurance,Health & Fitness,Students,Online,23191,1707,11,9441.18,3687.46,18,London,12-11-2024 14:00
7600,Product-Based,Gourmet Food Delivery,Security,Students,Billboard,8840,4326,456,8528.56,9661.17,1,Tokyo,12-11-2024 15:00
7601,Product-Based,E-commerce Platform,E-commerce,Families,Social Media,20526,2583,249,7820.07,13746.43,4,New York,12-11-2024 16:00
7602,Product-Based,Education Course,Education,Teens,Radio,30296,3824,726,7486.44,23039.12,19,Berlin,12-11-2024 17:00
7603,Service-Based,Travel Package,E-commerce,Seniors,TV,30956,294,568,667.53,17788.87,5,Berlin,12-11-2024 18:00
7604,Product-Based,Home Security,Security,Students,Print Media,43251,8830,322,3905.05,33124.37,23,New York,12-11-2024 19:00
7605,Product-Based,Travel Package,Food & Beverage,Seniors,Social Media,10755,5148,136,8315.23,39505.16,15,Tokyo,12-11-2024 20:00
7606,Service-Based,Travel Package,Food & Beverage,Students,Online,1907,5769,160,1570.62,30918.17,28,Dubai,12-11-2024 21:00
7607,Service-Based,Streaming Service,Security,Students,Billboard,13850,2799,456,9766.36,10579.63,23,Sydney,12-11-2024 22:00
7608,Product-Based,Gourmet Food Delivery,Health & Fitness,Families,Radio,32726,5739,881,9505.38,35464.09,17,Los Angeles,12-11-2024 23:00
7609,Product-Based,Travel Package,Security,Professionals,TV,8383,1186,815,779.57,10485.09,5,Berlin,13-11-2024 00:00
7610,Product-Based,Insurance,Education,Families,Social Media,9628,7021,672,6656.56,30771.86,8,Sydney,13-11-2024 01:00
7611,Product-Based,Fitness Membership,Electronics,Teens,Print Media,15515,3611,931,2848.92,39321.08,13,Sydney,13-11-2024 02:00
7612,Service-Based,Streaming Service,Entertainment,Professionals,Online,32307,7165,708,1726.48,43725.93,5,New York,13-11-2024 03:00
7613,Service-Based,Fitness Membership,Security,Seniors,Social Media,22880,6455,25,9259.25,36050.69,25,Berlin,13-11-2024 04:00
7614,Product-Based,Insurance,Travel,Families,Print Media,2961,422,192,7790.97,4029.03,20,Tokyo,13-11-2024 05:00
7615,Service-Based,Fitness Membership,Education,Teens,Billboard,26692,5734,365,5438.88,45733.08,2,Los Angeles,13-11-2024 06:00
7616,Service-Based,E-commerce Platform,Electronics,Seniors,Print Media,20357,9638,320,9269.32,4071.56,7,Los Angeles,13-11-2024 07:00
7617,Product-Based,Fitness Membership,Health & Fitness,Professionals,Radio,5661,8232,165,1369.62,27413.86,27,Toronto,13-11-2024 08:00
7618,Service-Based,Travel Package,Food & Beverage,Seniors,Print Media,24082,8968,650,3569.68,19607.91,2,Sydney,13-11-2024 09:00
7619,Product-Based,Fitness Membership,Electronics,Teens,Social Media,13629,2952,798,2300.15,26421.97,17,Dubai,13-11-2024 10:00
7620,Product-Based,Gourmet Food Delivery,Entertainment,Teens,Print Media,25246,2194,202,7344.04,40412.79,26,Mumbai,13-11-2024 11:00
7621,Service-Based,Travel Package,E-commerce,Adults,Social Media,10334,1628,378,6807.8,26932.65,11,Tokyo,13-11-2024 12:00
7622,Product-Based,Fitness Membership,Travel,Adults,Print Media,13414,468,585,5884.14,29872.29,16,Los Angeles,13-11-2024 13:00
7623,Product-Based,Fitness Membership,Electronics,Professionals,Print Media,26572,3764,192,6987.81,19260.84,25,Sydney,13-11-2024 14:00
7624,Product-Based,Gourmet Food Delivery,Health & Fitness,Adults,Print Media,9345,3494,304,6325.15,39398.78,11,Berlin,13-11-2024 15:00
7625,Product-Based,Travel Package,Travel,Teens,Billboard,21122,567,319,5693,14260.24,5,Tokyo,13-11-2024 16:00
7626,Service-Based,Laptop,Finance,Seniors,Social Media,2922,5412,716,4527.61,15424.71,17,London,13-11-2024 17:00
7627,Product-Based,Insurance,Travel,Families,Billboard,38640,6118,623,3594.98,29479.02,27,Toronto,13-11-2024 18:00
7628,Product-Based,Streaming Service,Entertainment,Professionals,TV,12676,6940,160,1643.28,37191.32,15,Mumbai,13-11-2024 19:00
7629,Service-Based,Streaming Service,Entertainment,Families,Billboard,6986,9067,155,3844.18,2151.03,5,Berlin,13-11-2024 20:00
7630,Product-Based,Travel Package,Entertainment,Professionals,Print Media,40260,7059,911,1683.44,36136.9,16,Sydney,13-11-2024 21:00
7631,Product-Based,Home Security,E-commerce,Students,Print Media,43621,7508,906,7971.12,4372.93,7,Los Angeles,13-11-2024 22:00
7632,Service-Based,Gourmet Food Delivery,Food & Beverage,Seniors,Billboard,10346,8146,22,7552.8,40939.94,28,Toronto,13-11-2024 23:00
7633,Service-Based,Insurance,Health & Fitness,Adults,Radio,17680,8100,837,2684.26,8618.33,29,Los Angeles,14-11-2024 00:00
7634,Service-Based,Travel Package,Health & Fitness,Families,Billboard,49346,3358,756,1098.14,49152.52,23,Mumbai,14-11-2024 01:00
7635,Product-Based,Fitness Membership,E-commerce,Teens,Online,29447,9209,67,3585.53,47836.51,19,New York,14-11-2024 02:00
7636,Product-Based,Smartphone,Food & Beverage,Seniors,Online,36075,9337,147,3273.63,31445.65,11,Berlin,14-11-2024 03:00
7637,Service-Based,Travel Package,Security,Adults,Social Media,15661,8854,352,7168.02,42689.6,25,Mumbai,14-11-2024 04:00
7638,Service-Based,Fitness Membership,Education,Students,Social Media,27330,1369,938,4923.47,17112.78,10,London,14-11-2024 05:00
7639,Service-Based,Home Security,Finance,Adults,TV,1496,4485,429,3612.87,28134.71,1,Los Angeles,14-11-2024 06:00
7640,Product-Based,Smartphone,E-commerce,Seniors,Print Media,2453,5344,54,5700.41,28644.24,27,Mumbai,14-11-2024 07:00
7641,Service-Based,Education Course,Finance,Students,Radio,14373,9658,545,886.5,24946.52,12,New York,14-11-2024 08:00
7642,Service-Based,Streaming Service,Electronics,Seniors,Social Media,27810,1634,323,5991.36,32248.06,3,Dubai,14-11-2024 09:00
7643,Service-Based,Smartphone,E-commerce,Professionals,Radio,12707,1190,442,2023.36,47225.99,22,Sydney,14-11-2024 10:00
7644,Service-Based,Gourmet Food Delivery,Electronics,Students,Social Media,19165,5038,508,6768.28,33923.74,10,Mumbai,14-11-2024 11:00
7645,Product-Based,Gourmet Food Delivery,Entertainment,Families,Social Media,43238,6397,848,2514.12,1145.06,9,New York,14-11-2024 12:00
7646,Service-Based,Laptop,Security,Adults,Online,22245,1464,916,7986.81,43310.33,29,Berlin,14-11-2024 13:00
7647,Service-Based,Home Security,Food & Beverage,Seniors,Social Media,11332,8254,429,7210.11,28557.01,20,Sydney,14-11-2024 14:00
7648,Product-Based,Streaming Service,E-commerce,Seniors,TV,18031,7341,598,3053.92,44962.32,4,Berlin,14-11-2024 15:00
7649,Product-Based,Education Course,E-commerce,Seniors,Billboard,8509,4954,60,4862.8,34895.75,17,Los Angeles,14-11-2024 16:00
7650,Product-Based,E-commerce Platform,Security,Teens,Online,36335,8506,711,2313.58,27345.46,28,Tokyo,14-11-2024 17:00
7651,Service-Based,Smartphone,Security,Adults,Print Media,41251,8602,367,6806.75,48349.28,10,Berlin,14-11-2024 18:00
7652,Service-Based,Smartphone,Electronics,Students,TV,8952,9044,521,8977.14,23470.08,11,London,14-11-2024 19:00
7653,Service-Based,Travel Package,Entertainment,Professionals,Online,16996,6075,879,9863.76,45440.28,16,Sydney,14-11-2024 20:00
7654,Service-Based,Insurance,Food & Beverage,Professionals,Online,27978,7939,391,1817.67,25808.77,6,Berlin,14-11-2024 21:00
7655,Service-Based,Travel Package,Health & Fitness,Adults,TV,26485,1110,274,8707.87,5301.34,28,Los Angeles,14-11-2024 22:00
7656,Service-Based,Gourmet Food Delivery,Food & Beverage,Adults,Online,20662,6580,766,7996.92,48872.5,10,Sydney,14-11-2024 23:00
7657,Service-Based,Laptop,E-commerce,Families,Print Media,9578,8949,225,7780.69,14995.56,18,Toronto,15-11-2024 00:00
7658,Service-Based,Education Course,E-commerce,Families,Online,46750,7944,151,2048.79,19934.88,29,Mumbai,15-11-2024 01:00
7659,Service-Based,Insurance,Education,Teens,Radio,30296,9534,303,9096.43,39399.14,3,Dubai,15-11-2024 02:00
7660,Product-Based,Fitness Membership,Health & Fitness,Teens,Online,26549,8122,367,5465.18,9185.49,3,Dubai,15-11-2024 03:00
7661,Product-Based,Streaming Service,Security,Families,Online,3504,7744,152,9510.17,23200.72,27,London,15-11-2024 04:00
7662,Product-Based,Laptop,E-commerce,Students,Billboard,48502,8283,635,6739.21,40181.71,16,Dubai,15-11-2024 05:00
7663,Service-Based,Laptop,E-commerce,Adults,Social Media,22611,8497,19,7404.84,48794.86,24,London,15-11-2024 06:00
7664,Service-Based,Insurance,Security,Students,TV,31399,4936,938,5497.41,47183.13,9,Berlin,15-11-2024 07:00
7665,Product-Based,Education Course,Health & Fitness,Students,TV,32121,2420,545,3258.16,9694.72,6,Berlin,15-11-2024 08:00
7666,Service-Based,Education Course,Finance,Students,Radio,19208,3988,985,2547.35,22101.75,10,London,15-11-2024 09:00
7667,Product-Based,E-commerce Platform,Health & Fitness,Students,Online,19334,5737,14,6373.86,23149.31,3,Mumbai,15-11-2024 10:00
7668,Product-Based,Home Security,Electronics,Professionals,TV,47849,5418,320,5969.52,5353.18,24,Sydney,15-11-2024 11:00
7669,Service-Based,Education Course,Food & Beverage,Teens,Billboard,41005,2502,167,3315.82,19325.28,22,Berlin,15-11-2024 12:00
7670,Product-Based,Gourmet Food Delivery,Finance,Adults,Online,43918,6361,306,5358.98,23703.94,8,Sydney,15-11-2024 13:00
7671,Service-Based,Travel Package,Finance,Professionals,Social Media,32004,464,828,2864.94,4622.69,17,Dubai,15-11-2024 14:00
7672,Product-Based,Streaming Service,Entertainment,Seniors,Online,13552,7682,775,2202.92,20297.54,15,London,15-11-2024 15:00
7673,Product-Based,Travel Package,Health & Fitness,Seniors,Print Media,27453,7437,24,1655.55,1583.43,23,Tokyo,15-11-2024 16:00
7674,Product-Based,Streaming Service,Entertainment,Professionals,Social Media,15770,4727,72,743.8,6315.14,26,Tokyo,15-11-2024 17:00
7675,Product-Based,Travel Package,Security,Adults,Print Media,22793,310,946,4707.49,46967.49,6,Mumbai,15-11-2024 18:00
7676,Service-Based,Insurance,E-commerce,Families,Online,49078,9831,546,2276.43,17100.62,22,Los Angeles,15-11-2024 19:00
7677,Product-Based,Education Course,E-commerce,Students,Social Media,9317,2620,676,6047.28,12084.93,17,Mumbai,15-11-2024 20:00
7678,Product-Based,Laptop,Electronics,Families,TV,24851,8665,877,5215.87,41431.98,14,Mumbai,15-11-2024 21:00
7679,Product-Based,Streaming Service,Security,Adults,TV,41050,2916,252,8236.25,22550.25,12,London,15-11-2024 22:00
7680,Product-Based,Education Course,Security,Adults,Print Media,33978,9342,502,9914.9,29827.06,16,Berlin,15-11-2024 23:00
7681,Service-Based,Laptop,E-commerce,Teens,Radio,27553,4122,464,4120.27,35000.73,11,Los Angeles,16-11-2024 00:00
7682,Service-Based,Insurance,Education,Students,Billboard,6470,1869,981,5301.17,39978.95,22,Toronto,16-11-2024 01:00
7683,Product-Based,Education Course,Security,Students,TV,29538,6119,474,3517.42,38596.15,23,Berlin,16-11-2024 02:00
7684,Service-Based,Home Security,Finance,Teens,Social Media,2199,7109,173,7029,9764.89,12,Tokyo,16-11-2024 03:00
7685,Service-Based,Streaming Service,Travel,Adults,Social Media,34063,5378,582,8626.54,32619.12,23,New York,16-11-2024 04:00
